word,affect,posemo,negemo,anx,anger,sad,social,family,friend,health,leisure,death
missing,1,0,1,0,0,1,0,0,0,0,0,0
mistak,1,0,1,0,0,0,0,0,0,0,0,0
mob,0,0,0,0,0,0,1,0,0,0,0,0
mobb,0,0,0,0,0,0,1,0,0,0,0,0
mobs,0,0,0,0,0,0,1,0,0,0,0,0
mock,1,0,1,0,1,0,0,0,0,0,0,0
mocked,1,0,1,0,1,0,0,0,0,0,0,0
mocker,1,0,1,0,1,0,0,0,0,0,0,0
mocking,1,0,1,0,1,0,0,0,0,0,0,0
mocks,1,0,1,0,1,0,0,0,0,0,0,0
molest,1,0,1,0,1,0,0,0,0,0,0,0
mom,0,0,0,0,0,0,1,1,0,0,0,0
mom's,0,0,0,0,0,0,1,1,0,0,0,0
momma,0,0,0,0,0,0,1,1,0,0,0,0
mommy,0,0,0,0,0,0,1,1,0,0,0,0
moms,0,0,0,0,0,0,1,1,0,0,0,0
mono,0,0,0,0,0,0,0,0,0,1,0,0
mooch,1,0,1,0,0,0,0,0,0,0,0,0
mood,1,0,0,0,0,0,0,0,0,0,0,0
moodi,1,0,1,0,0,0,0,0,0,0,0,0
moods,1,0,0,0,0,0,0,0,0,0,0,0
moody,1,0,1,0,0,0,0,0,0,0,0,0
morgue,0,0,0,0,0,0,0,0,0,0,0,1
moron,1,0,1,0,1,0,0,0,0,0,0,0
mortal,0,0,0,0,0,0,0,0,0,0,0,1
mortician,0,0,0,0,0,0,0,0,0,0,0,1
motel,0,0,0,0,0,0,0,0,0,0,1,0
mother,0,0,0,0,0,0,1,1,0,0,0,0
motherly,0,0,0,0,0,0,1,0,0,0,0,0
mothers,0,0,0,0,0,0,1,1,0,0,0,0
mourn,1,0,1,0,0,1,0,0,0,0,0,1
movie,0,0,0,0,0,0,0,0,0,0,1,0
mr,0,0,0,0,0,0,1,0,0,0,0,0
mri,0,0,0,0,0,0,0,0,0,1,0,0
mrs,0,0,0,0,0,0,1,0,0,0,0,0
mtv,0,0,0,0,0,0,0,0,0,0,1,0
mum,0,0,0,0,0,0,1,1,0,0,0,0
mum's,0,0,0,0,0,0,1,1,0,0,0,0
mummy,0,0,0,0,0,0,1,1,0,0,0,0
mums,0,0,0,0,0,0,1,1,0,0,0,0
murder,1,0,1,0,1,0,0,0,0,0,0,1
museum,0,0,0,0,0,0,0,0,0,0,1,0
musi,0,0,0,0,0,0,0,0,0,0,1,0
myopi,0,0,0,0,0,0,0,0,0,1,0,0
nag,1,0,1,0,1,0,0,0,0,0,0,0
name,0,0,0,0,0,0,1,0,0,0,0,0
nap,0,0,0,0,0,0,0,0,0,0,1,0
naps,0,0,0,0,0,0,0,0,0,0,1,0
nast,1,0,1,0,1,0,0,0,0,0,0,0
nause,0,0,0,0,0,0,0,0,0,1,0,0
nearsighted,0,0,0,0,0,0,0,0,0,1,0,0
neat,1,1,0,0,0,0,0,0,0,0,0,0
needy,1,0,1,0,0,0,0,0,0,0,0,0
neglect,1,0,1,0,0,1,0,0,0,0,0,0
negotiat,0,0,0,0,0,0,1,0,0,0,0,0
neighbor,0,0,0,0,0,0,1,0,1,0,0,0
neighbour,0,0,0,0,0,0,1,0,1,0,0,0
nephew,0,0,0,0,0,0,1,1,0,0,0,0
nerd,1,0,1,0,0,0,0,0,0,0,0,0
nervous,1,0,1,1,0,0,0,0,0,0,0,0
netflix,0,0,0,0,0,0,0,0,0,0,1,0
neurolog,0,0,0,0,0,0,0,0,0,1,0,0
neurotic,1,0,1,1,0,0,0,0,0,0,0,0
newborn,0,0,0,0,0,0,1,0,0,0,0,0
nice,1,1,0,0,0,0,0,0,0,0,0,0
niece,0,0,0,0,0,0,1,1,0,0,0,0
nintendo,0,0,0,0,0,0,0,0,0,0,1,0
novel,0,0,0,0,0,0,0,0,0,0,1,0
novels,0,0,0,0,0,0,0,0,0,0,1,0
numb,1,0,1,0,0,0,0,0,0,1,0,0
nurse,0,0,0,0,0,0,0,0,0,1,0,0
nurtur,1,1,0,0,0,0,0,0,0,0,0,0
nutrition,0,0,0,0,0,0,0,0,0,1,0,0
obes,0,0,0,0,0,0,0,0,0,1,0,0
obit,0,0,0,0,0,0,0,0,0,0,0,1
obnoxious,1,0,1,0,1,0,0,0,0,0,0,0
obsess,1,0,1,1,0,0,0,0,0,0,0,0
ocd,0,0,0,0,0,0,0,0,0,1,0,0
od,0,0,0,0,0,0,0,0,0,0,0,1
oded,0,0,0,0,0,0,0,0,0,0,0,1
offence,1,0,1,0,1,0,0,0,0,0,0,0
offend,1,0,1,0,1,0,0,0,0,0,0,0
offens,1,0,1,0,1,0,0,0,0,0,0,0
offer,0,0,0,0,0,0,1,0,0,0,0,0
ok,1,1,0,0,0,0,0,0,0,0,0,0
okay,1,1,0,0,0,0,0,0,0,0,0,0
okays,1,1,0,0,0,0,0,0,0,0,0,0
oks,1,1,0,0,0,0,0,0,0,0,0,0
openminded,1,1,0,0,0,0,0,0,0,0,0,0
openness,1,1,0,0,0,0,0,0,0,0,0,0
opera,0,0,0,0,0,0,0,0,0,0,1,0
opport,1,1,0,0,0,0,0,0,0,0,0,0
optimal,1,1,0,0,0,0,0,0,0,0,0,0
optimi,1,1,0,0,0,0,0,0,0,0,0,0
optometr,0,0,0,0,0,0,0,0,0,1,0,0
orchestra,0,0,0,0,0,0,0,0,0,0,1,0
organiz,0,0,0,0,0,0,1,0,0,0,0,0
original,1,1,0,0,0,0,0,0,0,0,0,0
orthodon,0,0,0,0,0,0,0,0,0,1,0,0
orthoped,0,0,0,0,0,0,0,0,0,1,0,0
our,0,0,0,0,0,0,1,0,0,0,0,0
ours,0,0,0,0,0,0,1,0,0,0,0,0
ourselves,0,0,0,0,0,0,1,0,0,0,0,0
outgoing,1,1,0,0,0,0,0,0,0,0,0,0
outrag,1,0,1,0,1,0,0,0,0,0,0,0
outsider,0,0,0,0,0,0,1,0,0,0,0,0
overdosed,0,0,0,0,0,0,0,0,0,0,0,1
overhear,0,0,0,0,0,0,1,0,0,0,0,0
overweight,0,0,0,0,0,0,0,0,0,1,0,0
overwhelm,1,0,1,1,0,1,0,0,0,0,0,0
owner,0,0,0,0,0,0,1,0,0,0,0,0
pa,0,0,0,0,0,0,1,1,0,0,0,0
pa's,0,0,0,0,0,0,1,1,0,0,0,0
pain,1,0,1,0,0,0,0,0,0,1,0,0
pained,1,0,1,0,0,0,0,0,0,1,0,0
painf,1,0,1,0,0,0,0,0,0,1,0,0
paining,1,0,1,0,0,0,0,0,0,1,0,0
painl,1,1,0,0,0,0,0,0,0,1,0,0
pains,1,0,1,0,0,0,0,0,0,1,0,0
pal,0,0,0,0,0,0,1,0,1,0,0,0
palatabl,1,1,0,0,0,0,0,0,0,0,0,0
pallbearer,0,0,0,0,0,0,0,0,0,0,0,1
pals,0,0,0,0,0,0,1,0,1,0,0,0
panic,1,0,1,1,0,0,0,0,0,0,0,0
pap,0,0,0,0,0,0,0,0,0,1,0,0
pappy,0,0,0,0,0,0,1,1,0,0,0,0
paradise,1,1,0,0,0,0,0,0,0,0,0,0
paraly,0,0,0,0,0,0,0,0,0,1,0,0
paranoi,1,0,1,0,1,0,0,0,0,0,0,0
parent,0,0,0,0,0,0,1,1,0,0,0,0
parks,0,0,0,0,0,0,0,0,0,0,1,0
participant,0,0,0,0,0,0,1,0,0,0,0,0
participat,0,0,0,0,0,0,1,0,0,0,0,0
partie,1,1,0,0,0,0,1,0,0,0,1,0
partner,0,0,0,0,0,0,1,0,1,0,0,0
party,1,1,0,0,0,0,1,0,0,0,1,0
passion,1,1,0,0,0,0,0,0,0,0,0,0
pathetic,1,0,1,0,0,1,0,0,0,0,0,0
patholog,0,0,0,0,0,0,0,0,0,1,0,0
peace,1,1,0,0,0,0,0,0,0,0,0,0
peculiar,1,0,1,0,0,0,0,0,0,0,0,0
pediatr,0,0,0,0,0,0,0,0,0,1,0,0
people,0,0,0,0,0,0,1,0,0,0,0,0
perfect,1,1,0,0,0,0,0,0,0,0,0,0
person,0,0,0,0,0,0,1,0,0,0,0,0
person's,0,0,0,0,0,0,1,0,0,0,0,0
personal,1,0,0,0,0,0,1,0,0,0,0,0
persons,0,0,0,0,0,0,1,0,0,0,0,0
persua,0,0,0,0,0,0,1,0,0,0,0,0
perver,1,0,1,0,0,0,0,0,0,0,0,0
pessimis,1,0,1,0,0,1,0,0,0,0,0,0
petrif,1,0,1,1,0,0,0,0,0,0,0,0
pettie,1,0,1,0,1,0,0,0,0,0,0,0
petty,1,0,1,0,1,0,0,0,0,0,0,0
pharmac,0,0,0,0,0,0,0,0,0,1,0,0
phobi,1,0,1,1,0,0,0,0,0,1,0,0
phone,0,0,0,0,0,0,1,0,0,0,0,0
phoning,0,0,0,0,0,0,1,0,0,0,0,0
physical,0,0,0,0,0,0,0,0,0,1,0,0
physician,0,0,0,0,0,0,0,0,0,1,0,0
pill,0,0,0,0,0,0,0,0,0,1,0,0
pills,0,0,0,0,0,0,0,0,0,1,0,0
pimple,0,0,0,0,0,0,0,0,0,1,0,0
piss,1,0,1,0,1,0,0,0,0,0,0,0
pitcher,0,0,0,0,0,0,0,0,0,0,1,0
piti,1,0,1,0,0,1,0,0,0,0,0,0
pity,1,0,1,0,0,1,0,0,0,0,0,0
plague,0,0,0,0,0,0,0,0,0,0,0,1
play,1,1,0,0,0,0,0,0,0,0,1,0
played,1,1,0,0,0,0,0,0,0,0,1,0
playful,1,1,0,0,0,0,0,0,0,0,1,0
playing,1,1,0,0,0,0,0,0,0,0,1,0
plays,1,1,0,0,0,0,0,0,0,0,1,0
playstation,0,0,0,0,0,0,0,0,0,0,1,0
pleasant,1,1,0,0,0,0,0,0,0,0,0,0
please,1,1,0,0,0,0,0,0,0,0,0,0
pleasing,1,1,0,0,0,0,0,0,0,0,0,0
pleasur,1,1,0,0,0,0,0,0,0,0,0,0
pms,0,0,0,0,0,0,0,0,0,1,0,0
podiatr,0,0,0,0,0,0,0,0,0,1,0,0
poetry,0,0,0,0,0,0,0,0,0,0,1,0
poison,1,0,1,0,1,0,0,0,0,1,0,0
poker,0,0,0,0,0,0,0,0,0,0,1,0
pool,0,0,0,0,0,0,0,0,0,0,1,0
popular,1,1,0,0,0,0,0,0,0,0,0,0
positiv,1,1,0,0,0,0,0,0,0,0,0,0
prais,1,1,0,0,0,0,1,0,0,0,0,0
precious,1,1,0,0,0,0,0,0,0,0,0,0
pregnan,0,0,0,0,0,0,0,0,0,1,0,0
prejudic,1,0,1,0,1,0,0,0,0,0,0,0
prescri,0,0,0,0,0,0,0,0,0,1,0,0
pressur,1,0,1,1,0,0,0,0,0,0,0,0
pretend,0,0,0,0,0,0,0,0,0,0,1,0
prettie,1,1,0,0,0,0,0,0,0,0,0,0
pretty,1,1,0,0,0,0,0,0,0,0,0,0
prick,1,0,1,0,1,0,0,0,0,0,0,0
pride,1,1,0,0,0,0,0,0,0,0,0,0
private,0,0,0,0,0,0,1,0,0,0,0,0
privileg,1,1,0,0,0,0,0,0,0,0,0,0
prize,1,1,0,0,0,0,0,0,0,0,0,0
problem,1,0,1,0,0,0,0,0,0,0,0,0
profit,1,1,0,0,0,0,0,0,0,0,0,0
prognos,0,0,0,0,0,0,0,0,0,1,0,0
promis,1,1,0,0,0,0,0,0,0,0,0,0
protest,1,0,1,0,1,0,0,0,0,0,0,0
protested,1,0,1,0,1,0,0,0,0,0,0,0
protesting,1,0,1,0,1,0,0,0,0,0,0,0
proud,1,1,0,0,0,0,0,0,0,0,0,0
provide,0,0,0,0,0,0,1,0,0,0,0,0
prozac,0,0,0,0,0,0,0,0,0,1,0,0
pub,0,0,0,0,0,0,0,0,0,0,1,0
public,0,0,0,0,0,0,1,0,0,0,0,0
pubs,0,0,0,0,0,0,0,0,0,0,1,0
puk,1,0,1,0,0,0,0,0,0,1,0,0
punish,1,0,1,0,1,0,0,0,0,0,0,0
puss,0,0,0,0,0,0,0,0,0,1,0,0
queas,0,0,0,0,0,0,0,0,0,1,0,0
question,0,0,0,0,0,0,1,0,0,0,0,0
radian,1,1,0,0,0,0,0,0,0,0,0,0
radio,0,0,0,0,0,0,0,0,0,0,1,0
rage,1,0,1,0,1,0,0,0,0,0,0,0
raging,1,0,1,0,1,0,0,0,0,0,0,0
rancid,1,0,1,0,0,0,0,0,0,0,0,0
rap,0,0,0,0,0,0,0,0,0,0,1,0
rape,1,0,1,0,1,0,0,0,0,0,0,0
raping,1,0,1,0,1,0,0,0,0,0,0,0
rapist,1,0,1,0,1,0,0,0,0,0,0,0
read,0,0,0,0,0,0,0,0,0,0,1,0
readiness,1,1,0,0,0,0,0,0,0,0,0,0
reading,0,0,0,0,0,0,0,0,0,0,1,0
ready,1,1,0,0,0,0,0,0,0,0,0,0
reaper,0,0,0,0,0,0,0,0,0,0,0,1
reassur,1,1,0,0,0,0,1,0,0,0,0,0
rebel,1,0,1,0,1,0,0,0,0,0,0,0
receiv,0,0,0,0,0,0,1,0,0,0,0,0
recording,0,0,0,0,0,0,0,0,0,0,1,0
recreation,0,0,0,0,0,0,0,0,0,0,1,0
reek,1,0,1,0,0,0,0,0,0,0,0,0
refus,0,0,0,0,0,0,1,0,0,0,0,0
reggae,0,0,0,0,0,0,0,0,0,0,1,0
regret,1,0,1,0,0,1,0,0,0,0,0,0
rehab,0,0,0,0,0,0,0,0,0,1,0,0
reject,1,0,1,0,0,1,0,0,0,0,0,0
relationship,0,0,0,0,0,0,1,0,0,0,0,0
relatives,0,0,0,0,0,0,1,1,0,0,0,0
relax,1,1,0,0,0,0,0,0,0,0,1,0
relief,1,1,0,0,0,0,0,0,0,0,0,0
reliev,1,1,0,0,0,0,0,0,0,0,0,0
reluctan,1,0,1,1,0,0,0,0,0,0,0,0
remorse,1,0,1,0,0,1,0,0,0,0,0,0
replie,0,0,0,0,0,0,1,0,0,0,0,0
reply,0,0,0,0,0,0,1,0,0,0,0,0
repress,1,0,1,1,0,0,0,0,0,0,0,0
request,0,0,0,0,0,0,1,0,0,0,0,0
resent,1,0,1,0,1,0,0,0,0,0,0,0
resign,1,0,1,0,0,1,0,0,0,0,0,0
resolv,1,1,0,0,0,0,0,0,0,0,0,0
respect,1,1,0,0,0,0,0,0,0,0,0,0
respond,0,0,0,0,0,0,1,0,0,0,0,0
restau,0,0,0,0,0,0,0,0,0,0,1,0
resting,0,0,0,0,0,0,0,0,0,0,1,0
restless,1,0,1,1,0,0,0,0,0,0,0,0
revenge,1,0,1,0,1,0,0,0,0,0,0,0
revigor,1,1,0,0,0,0,0,0,0,0,0,0
reward,1,1,0,0,0,0,0,0,0,0,0,0
rich,1,1,0,0,0,0,0,0,0,0,0,0
ridicul,1,0,1,0,1,0,0,0,0,0,0,0
rigid,1,0,1,1,0,0,0,0,0,0,0,0
risk,1,0,1,1,0,0,0,0,0,0,0,0
ritalin,0,0,0,0,0,0,0,0,0,1,0,0
rock,0,0,0,0,0,0,0,0,0,0,1,0
rocks,0,0,0,0,0,0,0,0,0,0,1,0
rofl,1,1,0,0,0,0,0,0,0,0,0,0
role,0,0,0,0,0,0,1,0,0,0,0,0
roller,0,0,0,0,0,0,0,0,0,0,1,0
romanc,1,1,0,0,0,0,0,0,0,0,0,0
romantic,1,1,0,0,0,0,0,0,0,0,0,0
roomate,0,0,0,0,0,0,1,0,1,0,0,0
roomed,0,0,0,0,0,0,1,0,0,0,0,0
roomie,0,0,0,0,0,0,1,0,1,0,0,0
rooming,0,0,0,0,0,0,1,0,0,0,0,0
roommate,0,0,0,0,0,0,1,0,1,0,0,0
rotten,1,0,1,0,0,0,0,0,0,0,0,0
rowing,0,0,0,0,0,0,0,0,0,0,1,0
rude,1,0,1,0,1,0,0,0,0,0,0,0
rugby,0,0,0,0,0,0,0,0,0,0,1,0
ruin,1,0,1,0,0,1,0,0,0,0,0,0
rum,0,0,0,0,0,0,0,0,0,0,1,0
rumor,0,0,0,0,0,0,1,0,0,0,0,0
rumour,0,0,0,0,0,0,1,0,0,0,0,0
runner,0,0,0,0,0,0,0,0,0,0,1,0
running,0,0,0,0,0,0,0,0,0,0,1,0
rx,0,0,0,0,0,0,0,0,0,1,0,0
sad,1,0,1,0,0,1,0,0,0,0,0,0
sadde,1,0,1,0,0,1,0,0,0,0,0,0
sadly,1,0,1,0,0,1,0,0,0,0,0,0
sadness,1,0,1,0,0,1,0,0,0,0,0,0
safe,1,1,0,0,0,0,0,0,0,0,0,0
said,0,0,0,0,0,0,1,0,0,0,0,0
salsa,0,0,0,0,0,0,0,0,0,0,1,0
sang,0,0,0,0,0,0,0,0,0,0,1,0
sarcas,1,0,1,0,1,0,0,0,0,0,0,0
satisf,1,1,0,0,0,0,0,0,0,0,0,0
savage,1,0,1,0,1,0,0,0,0,0,0,0
save,1,1,0,0,0,0,0,0,0,0,0,0
say,0,0,0,0,0,0,1,0,0,0,0,0
scab,0,0,0,0,0,0,0,0,0,1,0,0
scare,1,0,1,1,0,0,0,0,0,0,0,0
scaring,1,0,1,1,0,0,0,0,0,0,0,0
scary,1,0,1,1,0,0,0,0,0,0,0,0
sceptic,1,0,1,0,1,0,0,0,0,0,0,0
schizophren,0,0,0,0,0,0,0,0,0,1,0,0
scrabble,0,0,0,0,0,0,0,0,0,0,1,0
scrapbook,0,0,0,0,0,0,0,0,0,0,1,0
scrape,0,0,0,0,0,0,0,0,0,1,0,0
scream,1,0,1,0,0,0,0,0,0,0,0,0
screw,1,0,1,0,1,0,0,0,0,0,0,0
scrumptious,1,1,0,0,0,0,0,0,0,0,0,0
sculpt,0,0,0,0,0,0,0,0,0,0,1,0
secret,0,0,0,0,0,0,1,0,0,0,0,0
secretive,0,0,0,0,0,0,1,0,0,0,0,0
secrets,0,0,0,0,0,0,1,0,0,0,0,0
secur,1,1,0,0,0,0,0,0,0,0,0,0
seizure,0,0,0,0,0,0,0,0,0,1,0,0
self,0,0,0,0,0,0,1,0,0,0,0,0
selfish,1,0,1,0,0,0,0,0,0,0,0,0
send,0,0,0,0,0,0,1,0,0,0,0,0
sent,0,0,0,0,0,0,1,0,0,0,0,0
sentimental,1,1,0,0,0,0,0,0,0,0,0,0
serious,1,0,1,0,0,0,0,0,0,0,0,0
seriously,1,0,1,0,0,0,0,0,0,0,0,0
seriousness,1,0,1,0,0,0,0,0,0,0,0,0
severe,1,0,1,0,0,0,0,0,0,0,0,0
shake,1,0,1,1,0,0,0,0,0,0,0,0
shaki,1,0,1,1,0,0,0,0,0,0,0,0
shaky,1,0,1,1,0,0,0,0,0,0,0,0
shame,1,0,1,1,0,0,0,0,0,0,0,0
share,1,1,0,0,0,0,1,0,0,0,0,0
shared,1,1,0,0,0,0,1,0,0,0,0,0
shares,1,1,0,0,0,0,1,0,0,0,0,0
sharing,1,1,0,0,0,0,1,0,0,0,0,0
she,0,0,0,0,0,0,1,0,0,0,0,0
shit,1,0,1,0,1,0,0,0,0,0,0,0
shock,1,0,1,0,0,0,0,0,0,0,0,0
shook,1,0,1,1,0,0,0,0,0,0,0,0
shop,0,0,0,0,0,0,0,0,0,0,1,0
shopaholic,0,0,0,0,0,0,0,0,0,0,1,0
shopp,0,0,0,0,0,0,0,0,0,0,1,0
shops,0,0,0,0,0,0,0,0,0,0,1,0
show,0,0,0,0,0,0,0,0,0,0,1,0
shows,0,0,0,0,0,0,0,0,0,0,1,0
shy,1,0,1,1,0,0,0,0,0,0,0,0
sick,0,0,0,0,0,0,0,0,0,1,0,0
sickday,0,0,0,0,0,0,0,0,0,1,0,0
sicken,1,0,1,1,0,0,0,0,0,0,0,0
sicker,0,0,0,0,0,0,0,0,0,1,0,0
sickest,0,0,0,0,0,0,0,0,0,1,0,0
sickleave,0,0,0,0,0,0,0,0,0,1,0,0
sickly,0,0,0,0,0,0,0,0,0,1,0,0
sickness,0,0,0,0,0,0,0,0,0,1,0,0
sigh,1,0,0,0,0,0,0,0,0,0,0,0
sighed,1,0,0,0,0,0,0,0,0,0,0,0
sighing,1,0,0,0,0,0,0,0,0,0,0,0
sighs,1,0,0,0,0,0,0,0,0,0,0,0
silli,1,1,0,0,0,0,0,0,0,0,0,0
silly,1,1,0,0,0,0,0,0,0,0,0,0
sin,1,0,1,0,0,0,0,0,0,0,0,0
sincer,1,1,0,0,0,0,0,0,0,0,0,0
sing,0,0,0,0,0,0,0,0,0,0,1,0
singing,0,0,0,0,0,0,0,0,0,0,1,0
sings,0,0,0,0,0,0,0,0,0,0,1,0
sinister,1,0,1,0,1,0,0,0,0,0,0,0
sins,1,0,1,0,0,0,0,0,0,0,0,0
sinus,0,0,0,0,0,0,0,0,0,1,0,0
sir,0,0,0,0,0,0,1,0,0,0,0,0
sis,0,0,0,0,0,0,1,1,0,0,0,0
sister,0,0,0,0,0,0,1,1,0,0,0,0
skat,0,0,0,0,0,0,0,0,0,0,1,0
skeptic,1,0,1,0,1,0,0,0,0,0,0,0
ski,0,0,0,0,0,0,0,0,0,0,1,0
skied,0,0,0,0,0,0,0,0,0,0,1,0
skier,0,0,0,0,0,0,0,0,0,0,1,0
skiing,0,0,0,0,0,0,0,0,0,0,1,0
skis,0,0,0,0,0,0,0,0,0,0,1,0
slaughter,0,0,0,0,0,0,0,0,0,0,0,1
slut,1,0,1,0,0,0,0,0,0,0,0,0
smart,1,1,0,0,0,0,0,0,0,0,0,0
smil,1,1,0,0,0,0,0,0,0,0,0,0
smother,1,0,1,0,1,0,0,0,0,0,0,0
smug,1,0,1,0,0,0,0,0,0,0,0,0
snob,1,0,1,0,1,0,0,0,0,0,0,0
soaps,0,0,0,0,0,0,0,0,0,0,1,0
sob,1,0,1,0,0,1,0,0,0,0,0,0
sobbed,1,0,1,0,0,1,0,0,0,0,0,0
sobbing,1,0,1,0,0,1,0,0,0,0,0,0
sobs,1,0,1,0,0,1,0,0,0,0,0,0
soccer,0,0,0,0,0,0,0,0,0,0,1,0
sociab,1,1,0,0,0,0,0,0,0,0,0,0
social,0,0,0,0,0,0,1,0,0,0,0,0
societ,0,0,0,0,0,0,1,0,0,0,0,0
solemn,1,0,1,0,0,1,0,0,0,0,0,0
solitaire,0,0,0,0,0,0,0,0,0,0,1,0
somebod,0,0,0,0,0,0,1,0,0,0,0,0
someone,0,0,0,0,0,0,1,0,0,0,0,0
son,0,0,0,0,0,0,1,1,0,0,0,0
son's,0,0,0,0,0,0,1,1,0,0,0,0
song,0,0,0,0,0,0,0,0,0,0,1,0
sons,0,0,0,0,0,0,1,1,0,0,0,0
sore,0,0,0,0,0,0,0,0,0,1,0,0
sorrow,1,0,1,0,0,1,0,0,0,0,0,0
sorry,1,0,1,0,0,0,0,0,0,0,0,0
soulmate,1,1,0,0,0,0,1,0,1,0,0,0
spa,0,0,0,0,0,0,0,0,0,0,1,0
spas,0,0,0,0,0,0,0,0,0,0,1,0
speak,0,0,0,0,0,0,1,0,0,0,0,0
speaking,0,0,0,0,0,0,1,0,0,0,0,0
speaks,0,0,0,0,0,0,1,0,0,0,0,0
special,1,1,0,0,0,0,0,0,0,0,0,0
spite,1,0,1,0,1,0,0,0,0,0,0,0
splend,1,1,0,0,0,0,0,0,0,0,0,0
spoke,0,0,0,0,0,0,1,0,0,0,0,0
sport,0,0,0,0,0,0,0,0,0,0,1,0
spous,0,0,0,0,0,0,1,1,0,0,0,0
stammer,1,0,1,0,0,0,0,0,0,0,0,0
standup,0,0,0,0,0,0,0,0,0,0,1,0
stank,1,0,1,0,0,0,0,0,0,0,0,0
startl,1,0,1,1,0,0,0,0,0,0,0,0
std,0,0,0,0,0,0,0,0,0,1,0,0
steal,1,0,1,0,0,0,0,0,0,0,0,0
stench,1,0,1,0,0,0,0,0,0,0,0,0
stepchild,0,0,0,0,0,0,1,1,0,0,0,0
stepfat,0,0,0,0,0,0,1,1,0,0,0,0
stepkid,0,0,0,0,0,0,1,1,0,0,0,0
stepmot,0,0,0,0,0,0,1,1,0,0,0,0
stereo,0,0,0,0,0,0,0,0,0,0,1,0
stereos,0,0,0,0,0,0,0,0,0,0,1,0
stiff,0,0,0,0,0,0,0,0,0,1,0,0
stink,1,0,1,0,0,0,0,0,0,0,0,0
stoned,0,0,0,0,0,0,0,0,0,0,1,0
stories,0,0,0,0,0,0,1,0,0,0,0,0
story,0,0,0,0,0,0,1,0,0,0,0,0
strain,1,0,1,1,0,0,0,0,0,0,0,0
strange,1,0,1,0,0,0,0,0,0,0,0,0
strength,1,1,0,0,0,0,0,0,0,0,0,0
strept,0,0,0,0,0,0,0,0,0,1,0,0
stress,1,0,1,1,0,0,0,0,0,0,0,0
stroke,0,0,0,0,0,0,0,0,0,1,0,0
strong,1,1,0,0,0,0,0,0,0,0,0,0
struggl,1,0,1,1,0,0,0,0,0,0,0,0
stubborn,1,0,1,0,1,0,0,0,0,0,0,0
stunk,1,0,1,0,0,0,0,0,0,0,0,0
stunned,1,0,1,1,0,0,0,0,0,0,0,0
stuns,1,0,1,1,0,0,0,0,0,0,0,0
stupid,1,0,1,0,1,0,0,0,0,0,0,0
stutter,1,0,1,0,0,0,0,0,0,0,0,0
submissive,1,0,1,0,0,0,0,0,0,0,0,0
succeed,1,1,0,0,0,0,0,0,0,0,0,0
success,1,1,0,0,0,0,0,0,0,0,0,0
suck,1,0,1,0,1,0,0,0,0,0,0,0
sucked,1,0,1,0,1,0,0,0,0,0,0,0
sucker,1,0,1,0,1,0,0,0,0,0,0,0
sucks,1,0,1,0,1,0,0,0,0,0,0,0
sucky,1,0,1,0,1,0,0,0,0,0,0,0
suffer,1,0,1,0,0,1,0,0,0,0,0,0
suffered,1,0,1,0,0,1,0,0,0,0,0,0
sufferer,1,0,1,0,0,1,0,0,0,0,0,0
suffering,1,0,1,0,0,1,0,0,0,0,0,0
suffers,1,0,1,0,0,1,0,0,0,0,0,0
suggest,0,0,0,0,0,0,1,0,0,0,0,0
suicid,0,0,0,0,0,0,0,0,0,0,0,1
sunbath,0,0,0,0,0,0,0,0,0,0,1,0
sunburn,0,0,0,0,0,0,0,0,0,1,0,0
sunnier,1,1,0,0,0,0,0,0,0,0,0,0
sunniest,1,1,0,0,0,0,0,0,0,0,0,0
sunny,1,1,0,0,0,0,0,0,0,0,0,0
sunshin,1,1,0,0,0,0,0,0,0,0,0,0
super,1,1,0,0,0,0,0,0,0,0,0,0
superior,1,1,0,0,0,0,0,0,0,0,0,0
support,1,1,0,0,0,0,0,0,0,0,0,0
supported,1,1,0,0,0,0,0,0,0,0,0,0
supporter,1,1,0,0,0,0,0,0,0,0,0,0
supporting,1,1,0,0,0,0,0,0,0,0,0,0
supportive,1,1,0,0,0,0,0,0,0,0,0,0
supports,1,1,0,0,0,0,0,0,0,0,0,0
suprem,1,1,0,0,0,0,0,0,0,0,0,0
sure,1,1,0,0,0,0,0,0,0,0,0,0
surgeon,0,0,0,0,0,0,0,0,0,1,0,0
surger,0,0,0,0,0,0,0,0,0,1,0,0
surpris,1,1,0,0,0,0,0,0,0,0,0,0
suspicio,1,0,1,1,0,0,0,0,0,0,0,0
sweet,1,1,0,0,0,0,0,0,0,0,0,0
sweetheart,1,1,0,0,0,0,1,0,1,0,0,0
sweetie,1,1,0,0,0,0,1,0,1,0,0,0
sweetly,1,1,0,0,0,0,0,0,0,0,0,0
sweetness,1,1,0,0,0,0,0,0,0,0,0,0
sweets,1,1,0,0,0,0,0,0,0,0,0,0
swelling,0,0,0,0,0,0,0,0,0,1,0,0
swim,0,0,0,0,0,0,0,0,0,0,1,0
swollen,0,0,0,0,0,0,0,0,0,1,0,0
symphon,0,0,0,0,0,0,0,0,0,0,1,0
symptom,0,0,0,0,0,0,0,0,0,1,0,0
syndrome,0,0,0,0,0,0,0,0,0,1,0,0
syphili,0,0,0,0,0,0,0,0,0,1,0,0
talent,1,1,0,0,0,0,0,0,0,0,0,0
talk,0,0,0,0,0,0,1,0,0,0,0,0
talkative,0,0,0,0,0,0,1,0,0,0,0,0
